Date Time,Open,High,Low,Close,Volume,Adj Close
2010-01-04 00:00:00,26.99,27.18,26.35,26.96,17902.49,26.96
2010-01-05 00:00:00,26.88,28.01,26.75,28.01,31438.24,28.01
2010-01-06 00:00:00,27.98,29.19,27.81,28.66,33094.95,28.66
2010-01-07 00:00:00,28.48,28.90,27.21,27.30,23864.32,27.30
2010-01-08 00:00:00,27.00,27.29,26.65,27.20,15488.45,27.20
2010-01-11 00:00:00,27.28,28.00,27.01,27.46,12230.39,27.46
2010-01-12 00:00:00,27.51,28.80,27.50,28.59,18566.95,28.59
2010-01-13 00:00:00,28.00,29.37,27.90,28.95,28220.53,28.95
2010-01-14 00:00:00,29.15,29.33,28.63,28.92,18326.84,28.92
2010-01-15 00:00:00,28.99,29.50,27.90,28.15,25181.07,28.15
2010-01-18 00:00:00,28.58,30.97,28.58,30.97,46073.60,30.97
2010-01-19 00:00:00,32.05,34.07,31.20,33.40,107109.46,33.40
2010-01-20 00:00:00,33.19,34.77,32.63,33.20,90030.31,33.20
2010-01-21 00:00:00,33.20,34.39,31.85,32.10,64887.07,32.10
2010-01-22 00:00:00,31.50,33.38,30.50,33.38,70342.58,33.38
2010-01-25 00:00:00,32.42,33.43,31.03,31.16,38660.95,31.16
2010-01-26 00:00:00,30.95,32.30,30.15,32.15,46729.40,32.15
2010-01-27 00:00:00,31.70,35.26,31.63,33.41,65627.53,33.41
2010-01-28 00:00:00,33.39,34.48,32.30,34.26,38131.34,34.26
2010-01-29 00:00:00,34.00,35.50,33.70,33.81,45767.93,33.81
2010-02-01 00:00:00,33.25,35.50,32.51,35.50,54633.46,35.50
2010-02-02 00:00:00,35.48,36.12,34.85,35.49,34669.02,35.49
2010-02-03 00:00:00,35.23,35.48,32.30,33.20,60234.92,33.20
2010-02-04 00:00:00,33.55,35.50,33.35,33.60,40963.63,33.60
2010-02-05 00:00:00,32.58,32.98,31.25,31.90,47559.47,31.90
2010-02-08 00:00:00,31.50,31.85,30.71,31.20,20166.66,31.20
2010-02-09 00:00:00,30.93,31.66,30.90,31.02,14911.19,31.02
2010-02-10 00:00:00,31.20,32.47,31.20,32.22,18619.07,32.22
2010-02-11 00:00:00,32.15,32.40,31.60,31.71,11453.70,31.71
2010-02-12 00:00:00,31.80,32.40,31.62,32.35,10854.21,32.35
2010-02-22 00:00:00,32.34,32.34,31.40,31.58,14721.10,31.58
2010-02-23 00:00:00,31.60,34.00,31.27,33.82,29623.06,33.82
2010-02-24 00:00:00,33.43,35.16,33.21,34.41,40094.66,34.41
2010-02-25 00:00:00,34.43,34.98,34.01,34.80,25289.64,34.80
2010-02-26 00:00:00,34.68,35.66,34.27,34.60,16555.44,34.60
2010-03-01 00:00:00,34.60,34.90,33.90,34.59,25541.90,34.59
2010-03-02 00:00:00,34.50,35.60,34.50,34.89,23571.77,34.89
2010-03-03 00:00:00,34.85,35.18,34.13,34.92,22607.53,34.92
2010-03-04 00:00:00,35.10,37.48,34.62,35.82,52902.92,35.82
2010-03-05 00:00:00,36.28,37.38,35.71,36.18,41402.66,36.18
2010-03-08 00:00:00,36.06,36.80,35.60,36.20,23180.34,36.20
2010-03-09 00:00:00,36.20,36.86,35.75,35.75,19210.93,35.75
2010-03-10 00:00:00,35.50,35.97,34.12,34.44,29760.15,34.44
2010-03-11 00:00:00,34.23,34.86,34.10,34.35,16568.03,34.35
2010-03-12 00:00:00,34.41,35.10,34.00,34.48,13669.36,34.48
2010-03-15 00:00:00,33.99,33.99,32.68,33.40,23355.59,33.40
